sequence number,RSSI,send time,content
24,-67,15:38:16,$00169#00000024#-067#1680075496512#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.30 RSRQ:-10.10 TAC:607 Id:279 EARFCN:3716 PWR:-66.42 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
25,-69,15:38:45,$00169#00000025#-069#1680075525009#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.10 RSRQ:-11.60 TAC:607 Id:279 EARFCN:3716 PWR:-65.72 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
26,-65,15:39:13,$00168#00000026#-065#1680075553508#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.80 RSRQ:-9.70 TAC:607 Id:279 EARFCN:3716 PWR:-68.32 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
27,-67,15:39:42,$00036#00000027#-067#1680075582003#?
28,-67,15:40:10,$00168#00000028#-067#1680075610501#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.60 RSRQ:-9.00 TAC:607 Id:279 EARFCN:3716 PWR:-66.82 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
29,-67,15:40:39,$00169#00000029#-067#1680075639024#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.30 RSRQ:-10.20 TAC:607 Id:279 EARFCN:3716 PWR:-65.32 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
30,-67,15:41:07,$00169#00000030#-067#1680075667524#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.40 RSRQ:-10.90 TAC:607 Id:279 EARFCN:3716 PWR:-64.72 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
31,-67,15:41:36,$00169#00000031#-067#1680075696021#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.80 RSRQ:-11.70 TAC:607 Id:279 EARFCN:3716 PWR:-66.32 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
32,-69,15:42:04,$00168#00000032#-069#1680075724521#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.20 RSRQ:-9.20 TAC:607 Id:279 EARFCN:3716 PWR:-67.22 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
33,-69,15:42:33,$00169#00000033#-069#1680075753021#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.70 RSRQ:-10.70 TAC:607 Id:279 EARFCN:3716 PWR:-66.22 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
34,-67,15:43:01,$00169#00000034#-067#1680075781533#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.30 RSRQ:-11.40 TAC:607 Id:279 EARFCN:3716 PWR:-66.12 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
35,-67,15:43:30,$00168#00000035#-067#1680075810057#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.30 RSRQ:-9.90 TAC:607 Id:279 EARFCN:3716 PWR:-67.62 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
36,-67,15:43:58,$00168#00000036#-067#1680075838556#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.20 RSRQ:-9.00 TAC:607 Id:279 EARFCN:3716 PWR:-66.42 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
37,-65,15:44:27,$00169#00000037#-065#1680075867037#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.60 RSRQ:-10.20 TAC:607 Id:279 EARFCN:3716 PWR:-65.62 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
38,-67,15:44:55,$00169#00000038#-067#1680075895537#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.10 RSRQ:-10.80 TAC:607 Id:279 EARFCN:3716 PWR:-66.52 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
39,-67,15:45:24,$00168#00000039#-067#1680075924036#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-82.60 RSRQ:-8.80 TAC:607 Id:279 EARFCN:3716 PWR:-66.02 PAGING:256 CID:0xB285225 BAND:8 BW:20000?
40,-65,15:45:52,$00168#00000040#-065#1680075952537#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.80 RSRQ:-8.00 TAC:607 Id:226 EARFCN:3716 PWR:-63.02 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
41,-67,15:46:21,$00168#00000041#-067#1680075981038#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.90 RSRQ:-9.70 TAC:607 Id:226 EARFCN:3716 PWR:-67.42 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
42,-67,15:46:49,$00168#00000042#-067#1680076009535#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.80 RSRQ:-9.30 TAC:607 Id:226 EARFCN:3716 PWR:-63.72 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
43,-69,15:47:18,$00169#00000043#-069#1680076038034#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.60 RSRQ:-12.10 TAC:607 Id:226 EARFCN:3716 PWR:-65.72 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
44,-63,15:47:46,$00168#00000044#-063#1680076066534#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.80 RSRQ:-8.90 TAC:607 Id:226 EARFCN:3716 PWR:-60.12 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
45,-63,15:48:15,$00168#00000045#-063#1680076095035#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.50 RSRQ:-9.30 TAC:607 Id:226 EARFCN:3716 PWR:-63.42 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
46,-65,15:48:43,$00169#00000046#-065#1680076123561#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.00 RSRQ:-10.30 TAC:607 Id:226 EARFCN:3716 PWR:-64.92 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
47,-67,15:49:12,$00168#00000047#-067#1680076152084#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.60 RSRQ:-9.70 TAC:607 Id:226 EARFCN:3716 PWR:-66.12 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
48,-61,15:49:40,$00169#00000048#-061#1680076180614#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.90 RSRQ:-10.60 TAC:607 Id:226 EARFCN:3716 PWR:-60.52 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
49,-71,15:50:09,$00168#00000049#-071#1680076209138#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.20 RSRQ:-9.60 TAC:607 Id:226 EARFCN:3716 PWR:-61.82 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
50,-59,15:50:37,$00168#00000050#-059#1680076237660#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.10 RSRQ:-8.90 TAC:607 Id:226 EARFCN:3716 PWR:-57.42 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
51,-63,15:51:06,$00169#00000051#-063#1680076266163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-87.00 RSRQ:-14.80 TAC:607 Id:226 EARFCN:3716 PWR:-64.42 PAGING:256 CID:0xB285226 BAND:8 BW:20000?
52,-77,15:51:34,$00036#00000052#-077#1680076294657#?
53,-59,15:52:03,$00167#00000053#-059#1680076323163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-63.70 RSRQ:-7.50 TAC:607 Id:96 EARFCN:3716 PWR:-48.42 PAGING:256 CID:0xB4B2926 BAND:8 BW:20000?
54,-55,15:52:31,$00167#00000054#-055#1680076351662#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-75.90 RSRQ:-6.90 TAC:607 Id:96 EARFCN:3716 PWR:-61.22 PAGING:256 CID:0xB4B2926 BAND:8 BW:20000?
55,-69,15:53:00,$00170#00000055#-069#1680076380165#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-110.90 TAC:607 Id:96 EARFCN:3716 PWR:-61.42 PAGING:256 CID:0xB4B2926 BAND:8 BW:20000?
56,-57,15:53:28,$00168#00000056#-057#1680076408661#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.00 RSRQ:-8.30 TAC:607 Id:453 EARFCN:3716 PWR:-54.92 PAGING:256 CID:0xB4EE025 BAND:8 BW:20000?
57,-51,15:53:57,$00168#00000057#-051#1680076437163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-65.30 RSRQ:-7.00 TAC:607 Id:126 EARFCN:3716 PWR:-50.52 PAGING:256 CID:0xB42B025 BAND:8 BW:20000?
58,-67,15:54:25,$00168#00000058#-067#1680076465660#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.50 RSRQ:-9.60 TAC:607 Id:126 EARFCN:3716 PWR:-66.12 PAGING:256 CID:0xB42B025 BAND:8 BW:20000?
59,-61,15:54:54,$00169#00000059#-061#1680076494163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.40 RSRQ:-15.80 TAC:607 Id:497 EARFCN:3716 PWR:-59.82 PAGING:256 CID:0xB67D626 BAND:8 BW:20000?
60,-79,15:55:22,$00168#00000060#-079#1680076522673#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.60 RSRQ:-10.80 TAC:607 Id:21 EARFCN:1209 PWR:-79.02 PAGING:256 CID:0xB274E23 BAND:3 BW:20000?
61,-81,15:56:07,$00169#00000061#-081#1680076567295#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-106.60 RSRQ:-19.60 TAC:607 Id:21 EARFCN:1209 PWR:-79.22 PAGING:256 CID:0xB274E23 BAND:3 BW:20000?
62,-75,15:56:35,$00168#00000062#-075#1680076595804#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-99.10 RSRQ:-19.10 TAC:607 Id:21 EARFCN:1209 PWR:-72.22 PAGING:256 CID:0xB274E23 BAND:3 BW:20000?
63,-77,15:57:04,$00169#00000063#-077#1680076624314#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-94.50 TAC:607 Id:21 EARFCN:1209 PWR:-77.82 PAGING:256 CID:0xB274E23 BAND:3 BW:20000?
64,85,15:57:32,$00168#00000064#0085#1680076652815#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.50 RSRQ:-5.80 TAC:611 Id:271 EARFCN:1209 PWR:-72.92 PAGING:256 CID:0xEA44522 BAND:3 BW:20000?
65,-59,15:58:01,$00168#00000065#-059#1680076681329#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.20 RSRQ:-3.40 TAC:611 Id:271 EARFCN:1209 PWR:-58.02 PAGING:256 CID:0xEA44522 BAND:3 BW:20000?
66,-75,15:58:29,$00168#00000066#-075#1680076709840#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-82.90 RSRQ:-6.30 TAC:611 Id:271 EARFCN:1209 PWR:-68.82 PAGING:256 CID:0xEA44522 BAND:3 BW:20000?
67,-69,15:58:58,$00169#00000067#-069#1680076738334#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.80 RSRQ:-15.60 TAC:611 Id:271 EARFCN:1209 PWR:-58.42 PAGING:256 CID:0xEA44522 BAND:3 BW:20000?
68,-65,15:59:26,$00169#00000068#-065#1680076766837#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.40 RSRQ:-10.80 TAC:611 Id:489 EARFCN:1209 PWR:-69.82 PAGING:256 CID:0xB61FA23 BAND:3 BW:20000?
