sequence number,RSSI,send time,content
44,-53,17:38:47,$00168#00000044#-053#1679737127197#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-70.80 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-53.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
45,-53,17:39:15,$00168#00000045#-053#1679737155701#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
46,-53,17:39:44,$00169#00000046#-053#1679737184204#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-70.30 RSRQ:-10.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
47,-55,17:40:12,$00168#00000047#-055#1679737212699#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.20 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-54.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
48,-55,17:40:41,$00169#00000048#-055#1679737241202#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-70.60 RSRQ:-10.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
49,-53,17:41:09,$00168#00000049#-053#1679737269700#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-7.60 TAC:616 Id:381 EARFCN:1209 PWR:-53.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
50,-53,17:41:38,$00169#00000050#-053#1679737298205#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-10.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
51,-53,17:42:06,$00168#00000051#-053#1679737326699#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.50 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
52,-55,17:42:35,$00168#00000052#-055#1679737355180#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
53,-53,17:43:03,$00169#00000053#-053#1679737383679#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-10.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
54,-55,17:43:32,$00168#00000054#-055#1679737412177#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-7.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
55,-53,17:44:00,$00168#00000055#-053#1679737440678#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.40 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-54.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
56,-53,17:44:29,$00168#00000056#-053#1679737469177#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-7.90 TAC:616 Id:381 EARFCN:1209 PWR:-53.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
57,-55,17:44:57,$00168#00000057#-055#1679737497674#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-52.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
58,-53,17:45:26,$00169#00000058#-053#1679737526172#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-10.00 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
59,-53,17:45:54,$00168#00000059#-053#1679737554664#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-9.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
60,-53,17:46:23,$00168#00000060#-053#1679737583173#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
61,-55,17:46:51,$00168#00000061#-055#1679737611685#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
62,-53,17:47:20,$00168#00000062#-053#1679737640197#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
63,-51,17:47:48,$00168#00000063#-051#1679737668709#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
64,-53,17:48:17,$00168#00000064#-053#1679737697221#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
65,-53,17:48:45,$00168#00000065#-053#1679737725733#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.80 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
66,-53,17:49:14,$00168#00000066#-053#1679737754227#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
67,-53,17:49:42,$00168#00000067#-053#1679737782732#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-9.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
68,-53,17:50:11,$00168#00000068#-053#1679737811226#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.50 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
69,-53,17:50:39,$00168#00000069#-053#1679737839724#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-7.60 TAC:616 Id:381 EARFCN:1209 PWR:-53.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
70,-53,17:51:08,$00169#00000070#-053#1679737868221#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-10.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
71,-55,17:51:36,$00168#00000071#-055#1679737896733#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-70.10 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-53.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
72,-55,17:52:05,$00168#00000072#-055#1679737925245#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.60 RSRQ:-7.20 TAC:616 Id:381 EARFCN:1209 PWR:-54.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
73,-55,17:52:33,$00167#00000073#-055#1679737953746#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-8.10 TAC:678 Id:13 EARFCN:1209 PWR:-53.42 PAGING:256 CID:0xB459424 BAND:3 BW:20000?
74,-59,17:53:02,$00168#00000074#-059#1679737982257#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-8.10 TAC:678 Id:400 EARFCN:3716 PWR:-53.42 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
75,-59,17:53:30,$00169#00000075#-059#1679738010751#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.10 RSRQ:-14.30 TAC:678 Id:400 EARFCN:3716 PWR:-58.02 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
76,-59,17:53:59,$00169#00000076#-059#1679738039257#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.60 RSRQ:-12.70 TAC:678 Id:400 EARFCN:3716 PWR:-58.12 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
77,-59,17:54:27,$00169#00000077#-059#1679738067756#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.10 RSRQ:-11.90 TAC:678 Id:400 EARFCN:3716 PWR:-58.42 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
78,-59,17:54:56,$00169#00000078#-059#1679738096256#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.60 RSRQ:-14.20 TAC:678 Id:400 EARFCN:3716 PWR:-58.62 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
79,-59,17:55:24,$00169#00000079#-059#1679738124748#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.00 RSRQ:-14.80 TAC:678 Id:400 EARFCN:3716 PWR:-58.42 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
80,-59,17:55:53,$00169#00000080#-059#1679738153258#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.70 RSRQ:-18.20 TAC:678 Id:400 EARFCN:3716 PWR:-58.72 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
81,-59,17:56:21,$00169#00000081#-059#1679738181766#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.00 RSRQ:-14.70 TAC:678 Id:400 EARFCN:3716 PWR:-58.52 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
82,-59,17:56:50,$00169#00000082#-059#1679738210285#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.70 RSRQ:-12.30 TAC:678 Id:400 EARFCN:3716 PWR:-58.62 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
83,-59,17:57:18,$00169#00000083#-059#1679738238794#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.90 RSRQ:-14.20 TAC:678 Id:400 EARFCN:3716 PWR:-57.92 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
84,-59,17:57:47,$00169#00000084#-059#1679738267295#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.80 RSRQ:-11.00 TAC:678 Id:400 EARFCN:3716 PWR:-58.02 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
85,-59,17:58:15,$00169#00000085#-059#1679738295807#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.20 RSRQ:-13.10 TAC:678 Id:400 EARFCN:3716 PWR:-58.32 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
86,-59,17:58:44,$00169#00000086#-059#1679738324298#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-82.50 RSRQ:-16.40 TAC:678 Id:400 EARFCN:3716 PWR:-58.32 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
87,-59,17:59:12,$00169#00000087#-059#1679738352807#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.60 RSRQ:-15.30 TAC:678 Id:400 EARFCN:3716 PWR:-58.52 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
88,-59,17:59:41,$00169#00000088#-059#1679738381317#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.00 RSRQ:-12.80 TAC:678 Id:400 EARFCN:3716 PWR:-58.42 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
89,85,18:00:09,$00036#00000089#0085#1679738409815#?
90,-55,18:00:38,$00168#00000090#-055#1679738438327#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
91,-53,18:01:06,$00036#00000091#-053#1679738466813#?
92,-51,18:01:35,$00169#00000092#-051#1679738495323#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-10.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
93,-53,18:02:03,$00168#00000093#-053#1679738523833#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
94,-53,18:02:32,$00168#00000094#-053#1679738552327#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-52.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
95,-53,18:03:00,$00168#00000095#-053#1679738580836#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
96,-53,18:03:29,$00169#00000096#-053#1679738609345#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-10.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
97,-53,18:03:57,$00168#00000097#-053#1679738637836#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-7.70 TAC:616 Id:381 EARFCN:1209 PWR:-53.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
98,-53,18:04:26,$00168#00000098#-053#1679738666346#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.60 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
99,-53,18:04:54,$00168#00000099#-053#1679738694845#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
100,-51,18:05:23,$00168#00000100#-051#1679738723354#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-9.90 TAC:616 Id:381 EARFCN:1209 PWR:-49.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
101,-53,18:05:51,$00168#00000101#-053#1679738751852#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
102,-55,18:06:20,$00168#00000102#-055#1679738780346#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
103,-53,18:06:48,$00168#00000103#-053#1679738808843#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.50 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
104,-53,18:07:17,$00168#00000104#-053#1679738837339#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.20 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
105,-55,18:07:45,$00169#00000105#-055#1679738865833#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.00 RSRQ:-11.00 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
