sequence number,RSSI,send time,content
12,-53,18:18:30,$00168#00000012#-053#1679739510650#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
13,-55,18:18:59,$00169#00000013#-055#1679739539153#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-10.90 TAC:616 Id:381 EARFCN:1209 PWR:-51.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
14,-53,18:19:27,$00168#00000014#-053#1679739567671#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
15,-53,18:19:56,$00168#00000015#-053#1679739596188#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-7.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
16,-53,18:20:24,$00168#00000016#-053#1679739624695#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-7.90 TAC:616 Id:381 EARFCN:1209 PWR:-54.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
17,-53,18:20:53,$00168#00000017#-053#1679739653213#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.50 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
18,-55,18:21:21,$00168#00000018#-055#1679739681731#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-7.80 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
19,-53,18:21:50,$00168#00000019#-053#1679739710245#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.20 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
20,-53,18:22:18,$00168#00000020#-053#1679739738762#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.90 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-53.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
21,-53,18:22:47,$00168#00000021#-053#1679739767269#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.50 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
22,-51,18:23:15,$00168#00000022#-051#1679739795787#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
23,-53,18:23:44,$00168#00000023#-053#1679739824301#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
24,-53,18:24:12,$00168#00000024#-053#1679739852807#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.50 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
25,-53,18:24:41,$00168#00000025#-053#1679739881303#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
26,-53,18:25:09,$00168#00000026#-053#1679739909820#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-9.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
27,-53,18:25:38,$00168#00000027#-053#1679739938322#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.00 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
28,-51,18:26:06,$00169#00000028#-051#1679739966841#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-10.70 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
29,-53,18:26:35,$00168#00000029#-053#1679739995343#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
30,-55,18:27:03,$00168#00000030#-055#1679740023861#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-52.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
31,-53,18:27:32,$00168#00000031#-053#1679740052362#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
32,-53,18:28:00,$00168#00000032#-053#1679740080868#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
33,-53,18:28:29,$00168#00000033#-053#1679740109386#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
34,-53,18:28:57,$00168#00000034#-053#1679740137903#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.20 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
35,-53,18:29:26,$00169#00000035#-053#1679740166421#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.80 RSRQ:-10.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
36,-53,18:29:54,$00168#00000036#-053#1679740194927#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
37,-53,18:30:23,$00168#00000037#-053#1679740223439#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.00 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
38,-53,18:30:51,$00168#00000038#-053#1679740251940#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
39,-53,18:31:20,$00168#00000039#-053#1679740280455#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
40,-55,18:31:48,$00168#00000040#-055#1679740308954#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.90 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
41,-55,18:32:17,$00168#00000041#-055#1679740337466#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
42,-53,18:32:45,$00169#00000042#-053#1679740365970#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-10.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
43,-53,18:33:14,$00168#00000043#-053#1679740394478#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.80 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
44,-53,18:33:42,$00168#00000044#-053#1679740422983#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
45,-53,18:34:11,$00168#00000045#-053#1679740451498#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
46,-53,18:34:40,$00168#00000046#-053#1679740480000#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
47,-51,18:35:08,$00168#00000047#-051#1679740508518#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.20 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
48,-53,18:35:37,$00168#00000048#-053#1679740537005#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
49,-53,18:36:05,$00168#00000049#-053#1679740565503#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.40 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
50,-51,18:36:33,$00168#00000050#-051#1679740593983#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.80 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
51,-55,18:37:02,$00168#00000051#-055#1679740622464#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
52,-53,18:37:30,$00169#00000052#-053#1679740650962#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-10.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
53,-51,18:37:59,$00168#00000053#-051#1679740679452#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-7.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
54,-53,18:38:27,$00168#00000054#-053#1679740707946#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
55,-53,18:38:56,$00168#00000055#-053#1679740736442#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
56,-53,18:39:24,$00168#00000056#-053#1679740764938#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
57,-53,18:39:53,$00168#00000057#-053#1679740793434#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
58,-53,18:40:21,$00168#00000058#-053#1679740821938#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
59,-51,18:40:50,$00168#00000059#-051#1679740850433#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
60,-53,18:41:18,$00168#00000060#-053#1679740878931#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
61,-53,18:41:47,$00168#00000061#-053#1679740907430#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-9.80 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
62,-51,18:42:15,$00168#00000062#-051#1679740935908#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
63,-51,18:42:44,$00168#00000063#-051#1679740964397#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
64,-51,18:43:12,$00168#00000064#-051#1679740992893#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
65,-53,18:43:41,$00168#00000065#-053#1679741021391#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.00 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
66,-53,18:44:09,$00168#00000066#-053#1679741049898#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
67,-53,18:44:38,$00168#00000067#-053#1679741078389#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-70.00 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
68,-53,18:49:57,$00168#00000068#-053#1679741397341#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
69,-53,18:50:25,$00168#00000069#-053#1679741425840#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
70,-53,18:50:54,$00168#00000070#-053#1679741454338#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.50 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
71,-53,18:51:22,$00168#00000071#-053#1679741482836#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-7.80 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
72,-51,18:51:51,$00168#00000072#-051#1679741511334#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
73,-53,18:52:19,$00168#00000073#-053#1679741539833#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-7.10 TAC:616 Id:381 EARFCN:1209 PWR:-53.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
74,-51,18:52:48,$00168#00000074#-051#1679741568331#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
75,-53,18:53:16,$00168#00000075#-053#1679741596829#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
76,-51,18:53:45,$00168#00000076#-051#1679741625328#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.80 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
77,-53,18:54:13,$00168#00000077#-053#1679741653819#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-7.70 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
78,-53,18:54:42,$00168#00000078#-053#1679741682317#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
79,-53,18:55:10,$00168#00000079#-053#1679741710817#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.40 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
80,-53,18:55:39,$00168#00000080#-053#1679741739328#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
81,-51,18:56:07,$00168#00000081#-051#1679741767843#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.50 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
82,-53,18:56:36,$00168#00000082#-053#1679741796364#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
83,-53,18:57:04,$00168#00000083#-053#1679741824866#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
84,-51,18:57:33,$00168#00000084#-051#1679741853382#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
85,-53,18:58:01,$00168#00000085#-053#1679741881899#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-9.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
86,-53,18:58:30,$00168#00000086#-053#1679741910406#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-51.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
87,-53,18:58:58,$00168#00000087#-053#1679741938911#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
88,-53,18:59:27,$00168#00000088#-053#1679741967416#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-7.30 TAC:616 Id:381 EARFCN:1209 PWR:-52.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
89,-53,18:59:55,$00168#00000089#-053#1679741995921#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
90,-53,19:00:24,$00168#00000090#-053#1679742024438#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.70 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
91,-51,19:00:52,$00168#00000091#-051#1679742052955#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
92,-53,19:01:21,$00168#00000092#-053#1679742081473#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
93,-53,19:01:49,$00168#00000093#-053#1679742109990#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
94,-53,19:02:18,$00168#00000094#-053#1679742138508#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
95,-53,19:02:47,$00168#00000095#-053#1679742167027#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-7.50 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
96,-53,19:03:15,$00168#00000096#-053#1679742195545#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
97,-53,19:03:44,$00168#00000097#-053#1679742224060#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
98,-53,19:04:12,$00168#00000098#-053#1679742252579#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-6.90 TAC:616 Id:381 EARFCN:1209 PWR:-53.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
99,-51,19:04:41,$00168#00000099#-051#1679742281073#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
100,-53,19:05:09,$00168#00000100#-053#1679742309591#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-7.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
101,-53,19:05:38,$00168#00000101#-053#1679742338094#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-7.40 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
102,-53,19:06:06,$00168#00000102#-053#1679742366586#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
103,-53,19:06:35,$00168#00000103#-053#1679742395085#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.20 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
104,-51,19:07:03,$00168#00000104#-051#1679742423582#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-7.50 TAC:616 Id:381 EARFCN:1209 PWR:-53.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
105,-53,19:07:32,$00168#00000105#-053#1679742452083#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.80 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
106,-53,19:08:00,$00168#00000106#-053#1679742480582#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
