sequence number,RSSI,send time,content
18,-63,13:06:15,$00168#00000018#-063#1680066375672#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.00 RSRQ:-8.80 TAC:616 Id:266 EARFCN:1209 PWR:-61.42 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
19,-63,13:06:44,$00168#00000019#-063#1680066404169#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.70 RSRQ:-8.80 TAC:616 Id:266 EARFCN:1209 PWR:-62.12 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
20,-61,13:07:12,$00169#00000020#-061#1680066432672#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.10 RSRQ:-14.70 TAC:616 Id:266 EARFCN:1209 PWR:-58.62 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
21,-67,13:07:41,$00168#00000021#-067#1680066461168#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.40 RSRQ:-9.60 TAC:616 Id:266 EARFCN:1209 PWR:-68.02 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
22,-71,13:08:09,$00167#00000022#-071#1680066489664#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.60 RSRQ:3.60 TAC:616 Id:266 EARFCN:1209 PWR:-86.42 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
23,-59,13:08:38,$00168#00000023#-059#1680066518156#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-73.60 RSRQ:-5.50 TAC:616 Id:266 EARFCN:1209 PWR:-60.32 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
24,-57,13:09:06,$00169#00000024#-057#1680066546655#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.90 RSRQ:-11.00 TAC:616 Id:266 EARFCN:1209 PWR:-56.12 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
25,-57,13:09:35,$00168#00000025#-057#1680066575150#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-73.20 RSRQ:-7.20 TAC:616 Id:266 EARFCN:1209 PWR:-58.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
26,-67,13:10:03,$00168#00000026#-067#1680066603647#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-77.20 RSRQ:-9.60 TAC:616 Id:266 EARFCN:1209 PWR:-59.82 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
27,-71,13:10:32,$00169#00000027#-071#1680066632144#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.50 RSRQ:-10.50 TAC:616 Id:266 EARFCN:1209 PWR:-70.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
28,-75,13:11:00,$00168#00000028#-075#1680066660641#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.40 RSRQ:-9.70 TAC:616 Id:266 EARFCN:1209 PWR:-72.92 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
29,-91,13:11:29,$00168#00000029#-091#1680066689129#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.30 RSRQ:-7.80 TAC:616 Id:266 EARFCN:1209 PWR:-81.72 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
30,-67,13:11:57,$00168#00000030#-067#1680066717626#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.10 RSRQ:-9.10 TAC:616 Id:266 EARFCN:1209 PWR:-66.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
31,-93,13:12:26,$00169#00000031#-093#1680066746122#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-109.70 RSRQ:-9.60 TAC:616 Id:266 EARFCN:1209 PWR:-92.32 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
