sequence number,RSSI,send time,content
11,-75,13:32:22,$00167#00000011#-075#1680067942293#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.70 RSRQ:-8.40 TAC:616 Id:20 EARFCN:3716 PWR:-74.52 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
12,-73,13:32:50,$00167#00000012#-073#1680067970788#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-84.30 RSRQ:-9.70 TAC:616 Id:20 EARFCN:3716 PWR:-66.82 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
13,-75,13:33:19,$00167#00000013#-075#1680067999300#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.10 RSRQ:-8.20 TAC:616 Id:20 EARFCN:3716 PWR:-75.12 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
14,-79,13:33:47,$00167#00000014#-079#1680068027797#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.30 RSRQ:-9.20 TAC:616 Id:20 EARFCN:3716 PWR:-73.32 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
15,-77,13:34:16,$00168#00000015#-077#1680068056307#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.40 RSRQ:-10.60 TAC:616 Id:20 EARFCN:3716 PWR:-76.02 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
16,-75,13:34:44,$00167#00000016#-075#1680068084818#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.00 RSRQ:-9.90 TAC:616 Id:20 EARFCN:3716 PWR:-74.32 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
17,-75,13:35:13,$00167#00000017#-075#1680068113330#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.70 RSRQ:-8.40 TAC:616 Id:20 EARFCN:3716 PWR:-72.52 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
18,-75,13:35:41,$00168#00000018#-075#1680068141841#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.20 RSRQ:-10.70 TAC:616 Id:20 EARFCN:3716 PWR:-75.72 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
19,-71,13:36:10,$00167#00000019#-071#1680068170352#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.60 RSRQ:-3.10 TAC:616 Id:20 EARFCN:3716 PWR:-81.72 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
20,-71,13:36:38,$00168#00000020#-071#1680068198864#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.60 RSRQ:-10.30 TAC:616 Id:20 EARFCN:3716 PWR:-70.52 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
21,-73,13:37:07,$00167#00000021#-073#1680068227370#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.80 RSRQ:-7.90 TAC:616 Id:20 EARFCN:3716 PWR:-75.12 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
22,-79,13:37:35,$00168#00000022#-079#1680068255880#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.80 RSRQ:-10.60 TAC:616 Id:20 EARFCN:3716 PWR:-74.42 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
23,-81,13:38:04,$00169#00000023#-081#1680068284394#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-102.70 RSRQ:-12.50 TAC:616 Id:20 EARFCN:3716 PWR:-82.42 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
24,-75,13:38:32,$00168#00000024#-075#1680068312903#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.60 RSRQ:-10.50 TAC:616 Id:20 EARFCN:3716 PWR:-74.32 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
25,-75,13:39:01,$00167#00000025#-075#1680068341418#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.40 RSRQ:-9.60 TAC:616 Id:20 EARFCN:3716 PWR:-77.02 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
26,-83,13:39:29,$00167#00000026#-083#1680068369935#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-95.60 RSRQ:-9.20 TAC:616 Id:20 EARFCN:3716 PWR:-78.62 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
27,-79,13:39:58,$00167#00000027#-079#1680068398448#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.10 RSRQ:-9.00 TAC:616 Id:20 EARFCN:3716 PWR:-77.32 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
28,-79,13:40:26,$00169#00000028#-079#1680068426964#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-101.10 RSRQ:-11.90 TAC:616 Id:20 EARFCN:3716 PWR:-81.42 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
29,-81,13:40:55,$00167#00000029#-081#1680068455479#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.80 RSRQ:-9.90 TAC:616 Id:20 EARFCN:3716 PWR:-73.12 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
30,-75,13:41:23,$00167#00000030#-075#1680068483995#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.20 RSRQ:-9.60 TAC:616 Id:20 EARFCN:3716 PWR:-73.82 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
31,-73,13:41:52,$00167#00000031#-073#1680068512498#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.50 RSRQ:-9.50 TAC:616 Id:20 EARFCN:3716 PWR:-73.22 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
32,-69,13:42:21,$00167#00000032#-069#1680068541014#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-89.90 RSRQ:-8.70 TAC:616 Id:20 EARFCN:3716 PWR:-73.42 PAGING:256 CID:0xB169627 BAND:8 BW:20000?
