sequence number,RSSI,send time,content
21,-59,16:57:09,$00169#00000021#-059#1679734629120#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.50 RSRQ:-12.10 TAC:616 Id:381 EARFCN:1209 PWR:-56.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
22,-57,16:57:37,$00169#00000022#-057#1679734657622#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.00 RSRQ:-12.60 TAC:616 Id:381 EARFCN:1209 PWR:-57.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
23,-59,16:58:06,$00169#00000023#-059#1679734686122#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.60 RSRQ:-12.60 TAC:616 Id:381 EARFCN:1209 PWR:-56.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
24,-57,16:58:34,$00169#00000024#-057#1679734714622#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-75.20 RSRQ:-12.10 TAC:616 Id:381 EARFCN:1209 PWR:-55.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
25,-59,16:59:03,$00169#00000025#-059#1679734743126#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.20 RSRQ:-10.90 TAC:616 Id:381 EARFCN:1209 PWR:-57.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
26,-59,16:59:31,$00169#00000026#-059#1679734771626#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.80 RSRQ:-10.70 TAC:616 Id:381 EARFCN:1209 PWR:-58.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
27,-57,17:00:00,$00169#00000027#-057#1679734800122#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.10 RSRQ:-12.80 TAC:616 Id:381 EARFCN:1209 PWR:-57.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
28,-59,17:00:28,$00169#00000028#-059#1679734828618#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-77.80 RSRQ:-12.50 TAC:616 Id:381 EARFCN:1209 PWR:-57.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
29,-59,17:00:57,$00169#00000029#-059#1679734857118#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.20 RSRQ:-15.20 TAC:616 Id:381 EARFCN:1209 PWR:-57.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
30,-59,17:01:25,$00169#00000030#-059#1679734885622#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.20 RSRQ:-11.10 TAC:616 Id:381 EARFCN:1209 PWR:-57.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
31,-61,17:01:54,$00169#00000031#-061#1679734914117#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.80 RSRQ:-11.80 TAC:616 Id:381 EARFCN:1209 PWR:-57.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
32,-59,17:02:22,$00169#00000032#-059#1679734942604#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.60 RSRQ:-11.50 TAC:616 Id:381 EARFCN:1209 PWR:-57.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
33,-55,17:02:51,$00169#00000033#-055#1679734971108#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.20 RSRQ:-12.40 TAC:678 Id:379 EARFCN:3716 PWR:-54.02 PAGING:256 CID:0xB69CA26 BAND:8 BW:20000?
34,-55,17:03:19,$00169#00000034#-055#1679734999607#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.30 RSRQ:-12.80 TAC:678 Id:379 EARFCN:3716 PWR:-53.72 PAGING:256 CID:0xB69CA26 BAND:8 BW:20000?
35,-57,17:03:48,$00169#00000035#-057#1679735028114#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.50 RSRQ:-16.70 TAC:678 Id:379 EARFCN:3716 PWR:-55.02 PAGING:256 CID:0xB69CA26 BAND:8 BW:20000?
36,-51,17:04:16,$00036#00000036#-051#1679735056611#?
37,-55,17:04:45,$00171#00000037#-055#1679735085117#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-115.70 TAC:678 Id:400 EARFCN:3716 PWR:-56.62 PAGING:256 CID:0xB459427 BAND:8 BW:20000?
38,-55,17:05:13,$00036#00000038#-055#1679735113614#?
39,-55,17:05:42,$00036#00000039#-055#1679735142111#?
40,-55,17:06:10,$00036#00000040#-055#1679735170608#?
41,-55,17:06:39,$00036#00000041#-055#1679735199107#?
42,-55,17:07:07,$00036#00000042#-055#1679735227602#?
43,-55,17:07:36,$00036#00000043#-055#1679735256098#?
44,-55,17:08:04,$00036#00000044#-055#1679735284594#?
45,-55,17:08:33,$00036#00000045#-055#1679735313092#?
46,-59,17:09:07,$00168#00000046#-059#1679735347143#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.80 RSRQ:-9.20 TAC:616 Id:316 EARFCN:1209 PWR:-57.82 PAGING:256 CID:0xB360823 BAND:3 BW:20000?
