sequence number,RSSI,send time,content
17,-97,14:14:23,$00170#00000017#-097#1680070463514#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-113.60 RSRQ:-11.20 TAC:616 Id:440 EARFCN:1209 PWR:-94.62 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
18,-93,14:14:52,$00170#00000018#-093#1680070492014#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-111.50 RSRQ:-11.10 TAC:616 Id:440 EARFCN:1209 PWR:-92.62 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
19,-95,14:15:20,$00170#00000019#-095#1680070520517#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-113.70 RSRQ:-11.20 TAC:616 Id:440 EARFCN:1209 PWR:-94.72 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
20,85,14:15:49,$00170#00000020#0085#1680070549023#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-117.00 RSRQ:-15.30 TAC:616 Id:440 EARFCN:1209 PWR:-93.92 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
21,-95,14:16:17,$00170#00000021#-095#1680070577524#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-115.90 RSRQ:-14.00 TAC:616 Id:440 EARFCN:1209 PWR:-94.12 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
22,-93,14:16:46,$00170#00000022#-093#1680070606011#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-115.80 RSRQ:-13.70 TAC:616 Id:440 EARFCN:1209 PWR:-94.32 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
23,-95,14:17:14,$00170#00000023#-095#1680070634511#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-112.20 RSRQ:-11.60 TAC:616 Id:440 EARFCN:1209 PWR:-92.82 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
24,-95,14:17:43,$00169#00000024#-095#1680070663013#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-107.60 RSRQ:-8.50 TAC:616 Id:440 EARFCN:1209 PWR:-91.32 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
25,-93,14:18:11,$00169#00000025#-093#1680070691515#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-109.80 RSRQ:-9.10 TAC:616 Id:440 EARFCN:1209 PWR:-92.92 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
26,-95,14:18:40,$00169#00000026#-095#1680070720011#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-110.10 RSRQ:-9.30 TAC:616 Id:440 EARFCN:1209 PWR:-93.02 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
27,-93,14:19:08,$00169#00000027#-093#1680070748514#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-109.10 RSRQ:-8.20 TAC:616 Id:440 EARFCN:1209 PWR:-93.12 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
28,-89,14:19:37,$00169#00000028#-089#1680070777014#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-101.90 RSRQ:-6.80 TAC:616 Id:440 EARFCN:1209 PWR:-87.32 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
29,-95,14:20:05,$00170#00000029#-095#1680070805511#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-116.10 RSRQ:-14.80 TAC:616 Id:440 EARFCN:1209 PWR:-93.52 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
30,-77,14:20:34,$00168#00000030#-077#1680070834010#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.10 RSRQ:-8.80 TAC:616 Id:221 EARFCN:3716 PWR:-77.52 PAGING:256 CID:0xB41E827 BAND:8 BW:20000?
31,-89,14:21:02,$00170#00000031#-089#1680070862511#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-113.20 RSRQ:-18.00 TAC:616 Id:221 EARFCN:3716 PWR:-87.42 PAGING:256 CID:0xB41E827 BAND:8 BW:20000?
32,-73,14:21:31,$00168#00000032#-073#1680070891008#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.90 RSRQ:-11.30 TAC:616 Id:85 EARFCN:1209 PWR:-74.82 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
33,-71,14:21:59,$00169#00000033#-071#1680070919508#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.50 RSRQ:-13.80 TAC:616 Id:440 EARFCN:1209 PWR:-69.92 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
34,-75,14:22:28,$00168#00000034#-075#1680070948013#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.30 RSRQ:-9.70 TAC:616 Id:440 EARFCN:1209 PWR:-72.82 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
35,-71,14:22:56,$00168#00000035#-071#1680070976516#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.50 RSRQ:-9.50 TAC:616 Id:440 EARFCN:1209 PWR:-69.22 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
36,-73,14:23:25,$00168#00000036#-073#1680071005007#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.70 RSRQ:-9.40 TAC:616 Id:440 EARFCN:1209 PWR:-71.52 PAGING:256 CID:0xB169624 BAND:3 BW:20000?
37,-81,14:23:53,$00170#00000037#-081#1680071033509#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-104.10 RSRQ:-15.50 TAC:616 Id:221 EARFCN:3716 PWR:-80.82 PAGING:256 CID:0xB41E827 BAND:8 BW:20000?
38,-87,14:24:22,$00168#00000038#-087#1680071062011#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.90 RSRQ:-7.90 TAC:616 Id:266 EARFCN:1209 PWR:-78.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
39,-75,14:24:50,$00168#00000039#-075#1680071090510#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.30 RSRQ:-9.50 TAC:616 Id:266 EARFCN:1209 PWR:-76.02 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
40,-83,14:25:19,$00168#00000040#-083#1680071119009#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.00 RSRQ:-9.60 TAC:616 Id:266 EARFCN:1209 PWR:-79.62 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
41,-79,14:25:47,$00169#00000041#-079#1680071147496#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.50 RSRQ:-10.00 TAC:616 Id:266 EARFCN:1209 PWR:-78.72 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
42,-81,14:26:15,$00168#00000042#-081#1680071175981#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.70 RSRQ:-8.90 TAC:616 Id:266 EARFCN:1209 PWR:-80.02 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
43,-81,14:26:44,$00168#00000043#-081#1680071204482#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.90 RSRQ:-7.90 TAC:616 Id:266 EARFCN:1209 PWR:-82.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
44,-73,14:27:12,$00168#00000044#-073#1680071232982#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.60 RSRQ:-7.60 TAC:616 Id:266 EARFCN:1209 PWR:-68.22 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
45,-73,14:27:41,$00168#00000045#-073#1680071261474#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.60 RSRQ:-7.40 TAC:616 Id:266 EARFCN:1209 PWR:-70.42 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
46,-73,14:28:09,$00169#00000046#-073#1680071289975#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-89.90 RSRQ:-10.20 TAC:616 Id:266 EARFCN:1209 PWR:-71.92 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
47,-75,14:28:38,$00168#00000047#-075#1680071318460#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.50 RSRQ:-10.80 TAC:616 Id:85 EARFCN:1209 PWR:-74.92 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
48,-75,14:29:06,$00168#00000048#-075#1680071346960#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.40 RSRQ:-14.40 TAC:616 Id:85 EARFCN:1209 PWR:-71.22 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
49,-77,14:29:35,$00168#00000049#-077#1680071375460#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.80 RSRQ:-10.80 TAC:616 Id:85 EARFCN:1209 PWR:-76.22 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
50,-77,14:30:03,$00168#00000050#-077#1680071403960#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.20 RSRQ:-12.30 TAC:616 Id:85 EARFCN:1209 PWR:-73.12 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
51,-69,14:30:32,$00168#00000051#-069#1680071432461#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.20 RSRQ:-15.20 TAC:616 Id:85 EARFCN:1209 PWR:-74.22 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
52,-71,14:31:00,$00168#00000052#-071#1680071460963#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.50 RSRQ:-19.50 TAC:616 Id:85 EARFCN:1209 PWR:-70.22 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
53,-71,14:31:29,$00168#00000053#-071#1680071489458#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.80 RSRQ:-17.70 TAC:616 Id:85 EARFCN:1209 PWR:-69.32 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
54,-65,14:31:57,$00168#00000054#-065#1680071517946#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.10 RSRQ:-9.50 TAC:616 Id:266 EARFCN:1209 PWR:-65.82 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
55,-75,14:32:26,$00169#00000055#-075#1680071546447#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-98.40 RSRQ:-14.50 TAC:616 Id:266 EARFCN:1209 PWR:-76.12 PAGING:256 CID:0xB41E824 BAND:3 BW:20000?
56,-69,14:32:54,$00168#00000056#-069#1680071574950#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.80 RSRQ:-16.40 TAC:616 Id:85 EARFCN:1209 PWR:-68.62 PAGING:256 CID:0xB169623 BAND:3 BW:20000?
57,-63,14:33:23,$00169#00000057#-063#1680071603452#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.90 RSRQ:-12.80 TAC:616 Id:372 EARFCN:1209 PWR:-63.32 PAGING:256 CID:0xB41E823 BAND:3 BW:20000?
58,-57,14:33:51,$00168#00000058#-057#1680071631947#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-72.40 RSRQ:-9.40 TAC:616 Id:232 EARFCN:1209 PWR:-55.22 PAGING:256 CID:0xB361224 BAND:3 BW:20000?
59,-69,14:34:20,$00168#00000059#-069#1680071660444#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.80 RSRQ:-6.00 TAC:616 Id:232 EARFCN:1209 PWR:-70.02 PAGING:256 CID:0xB361224 BAND:3 BW:20000?
60,-51,14:34:48,$00169#00000060#-051#1680071688957#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.40 RSRQ:-10.50 TAC:616 Id:161 EARFCN:3716 PWR:-53.12 PAGING:256 CID:0xB363027 BAND:8 BW:20000?
61,-63,14:35:17,$00169#00000061#-063#1680071717468#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.00 RSRQ:-13.50 TAC:616 Id:161 EARFCN:3716 PWR:-61.72 PAGING:256 CID:0xB363027 BAND:8 BW:20000?
62,-55,14:35:45,$00168#00000062#-055#1680071745981#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.30 RSRQ:-8.50 TAC:616 Id:100 EARFCN:1209 PWR:-63.02 PAGING:256 CID:0xB363022 BAND:3 BW:20000?
63,-63,14:36:14,$00169#00000063#-063#1680071774483#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.50 RSRQ:-11.20 TAC:616 Id:100 EARFCN:1209 PWR:-66.52 PAGING:256 CID:0xB363022 BAND:3 BW:20000?
64,-67,14:36:42,$00170#00000064#-067#1680071802988#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-104.60 RSRQ:-34.50 TAC:616 Id:100 EARFCN:1209 PWR:-62.32 PAGING:256 CID:0xB363022 BAND:3 BW:20000?
65,-61,14:37:11,$00168#00000065#-061#1680071831493#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.50 RSRQ:-7.10 TAC:616 Id:478 EARFCN:1209 PWR:-61.62 PAGING:256 CID:0xB35F424 BAND:3 BW:20000?
66,-63,14:37:40,$00168#00000066#-063#1680071860001#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.00 RSRQ:-9.10 TAC:616 Id:478 EARFCN:1209 PWR:-61.12 PAGING:256 CID:0xB35F424 BAND:3 BW:20000?
67,-63,14:38:08,$00169#00000067#-063#1680071888504#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-82.20 RSRQ:-11.60 TAC:616 Id:478 EARFCN:1209 PWR:-62.82 PAGING:256 CID:0xB35F424 BAND:3 BW:20000?
68,-59,14:38:37,$00169#00000068#-059#1680071917015#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.30 RSRQ:-12.00 TAC:616 Id:478 EARFCN:1209 PWR:-58.52 PAGING:256 CID:0xB35F424 BAND:3 BW:20000?
69,-59,14:39:05,$00169#00000069#-059#1680071945525#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.50 RSRQ:-19.10 TAC:616 Id:478 EARFCN:1209 PWR:-59.62 PAGING:256 CID:0xB35F424 BAND:3 BW:20000?
70,-59,14:39:34,$00168#00000070#-059#1680071974025#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.00 RSRQ:-16.30 TAC:616 Id:49 EARFCN:1209 PWR:-58.92 PAGING:256 CID:0xB36F822 BAND:3 BW:20000?
71,-65,14:40:02,$00168#00000071#-065#1680072002545#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.30 RSRQ:-6.00 TAC:678 Id:247 EARFCN:1209 PWR:-64.52 PAGING:256 CID:0xB36C624 BAND:3 BW:20000?
72,-67,14:40:31,$00168#00000072#-067#1680072031056#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.60 RSRQ:-8.10 TAC:678 Id:247 EARFCN:1209 PWR:-65.72 PAGING:256 CID:0xB36C624 BAND:3 BW:20000?
73,-63,14:40:59,$00169#00000073#-063#1680072059563#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.70 RSRQ:-12.00 TAC:678 Id:247 EARFCN:1209 PWR:-56.92 PAGING:256 CID:0xB36C624 BAND:3 BW:20000?
74,-69,14:41:28,$00036#00000074#-069#1680072088059#?
75,-53,14:41:56,$00168#00000075#-053#1680072116561#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.90 RSRQ:-8.40 TAC:678 Id:252 EARFCN:3716 PWR:-53.72 PAGING:256 CID:0xB1FE125 BAND:8 BW:20000?
76,-69,14:42:25,$00169#00000076#-069#1680072145080#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.70 RSRQ:-11.00 TAC:678 Id:411 EARFCN:1209 PWR:-74.92 PAGING:256 CID:0xB5C1424 BAND:3 BW:20000?
77,-65,14:42:53,$00170#00000077#-065#1680072173590#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-114.50 RSRQ:-36.70 TAC:678 Id:394 EARFCN:1209 PWR:-70.02 PAGING:256 CID:0xB5B0522 BAND:3 BW:20000?
78,-51,14:43:22,$00169#00000078#-051#1680072202084#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-72.80 RSRQ:-14.80 TAC:678 Id:336 EARFCN:1209 PWR:-50.22 PAGING:256 CID:0xB459422 BAND:3 BW:20000?
79,-69,14:43:50,$00169#00000079#-069#1680072230592#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.40 RSRQ:-17.50 TAC:678 Id:336 EARFCN:1209 PWR:-67.12 PAGING:256 CID:0xB459422 BAND:3 BW:20000?
80,-65,14:44:19,$00156#00000080#-065#1680072259100#+SQNMONI: Cc: Nc: RSRP:-92.80 RSRQ:-20.60 TAC:678 Id:267 EARFCN:1209 PWR:-64.42 PAGING:256 CID:0xB36BC22 BAND:3 BW:20000?
81,-63,14:44:47,$00036#00000081#-063#1680072287603#?
82,-57,14:45:16,$00168#00000082#-057#1680072316104#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.20 RSRQ:-8.80 TAC:678 Id:181 EARFCN:1209 PWR:-61.62 PAGING:256 CID:0xB6AB022 BAND:3 BW:20000?
83,-69,14:45:44,$00169#00000083#-069#1680072344619#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-87.90 RSRQ:-10.10 TAC:678 Id:300 EARFCN:1209 PWR:-70.02 PAGING:256 CID:0xB165A22 BAND:3 BW:20000?
84,-61,14:46:13,$00036#00000084#-061#1680072373118#?
85,-61,14:46:41,$00169#00000085#-061#1680072401627#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.30 RSRQ:-10.50 TAC:648 Id:191 EARFCN:1209 PWR:-61.02 PAGING:256 CID:0xB371622 BAND:3 BW:20000?
86,85,14:47:10,$00168#00000086#0085#1680072430134#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.80 RSRQ:-8.10 TAC:648 Id:321 EARFCN:1209 PWR:-58.92 PAGING:256 CID:0xB30EA22 BAND:3 BW:20000?
87,-69,14:47:38,$00171#00000087#-069#1680072458645#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-105.90 TAC:648 Id:153 EARFCN:1209 PWR:-66.42 PAGING:256 CID:0xB1C6722 BAND:3 BW:20000?
88,-71,14:48:07,$00169#00000088#-071#1680072487163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.80 RSRQ:-12.00 TAC:648 Id:426 EARFCN:1209 PWR:-60.02 PAGING:256 CID:0xB30F422 BAND:3 BW:20000?
89,-69,14:48:35,$00168#00000089#-069#1680072515662#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.90 RSRQ:-9.80 TAC:648 Id:426 EARFCN:1209 PWR:-68.32 PAGING:256 CID:0xB30F422 BAND:3 BW:20000?
90,-67,14:49:04,$00170#00000090#-067#1680072544175#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-100.60 RSRQ:-26.70 TAC:648 Id:426 EARFCN:1209 PWR:-66.12 PAGING:256 CID:0xB30F422 BAND:3 BW:20000?
91,-75,14:49:32,$00169#00000091#-075#1680072572687#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-95.80 RSRQ:-13.90 TAC:648 Id:272 EARFCN:1209 PWR:-74.12 PAGING:256 CID:0xB320223 BAND:3 BW:20000?
92,-65,14:50:01,$00170#00000092#-065#1680072601192#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-100.30 RSRQ:-23.50 TAC:648 Id:272 EARFCN:1209 PWR:-69.02 PAGING:256 CID:0xB320223 BAND:3 BW:20000?
93,-63,14:50:29,$00168#00000093#-063#1680072629708#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-76.50 RSRQ:-7.90 TAC:648 Id:170 EARFCN:1209 PWR:-60.82 PAGING:256 CID:0xB512E24 BAND:3 BW:20000?
94,-59,14:50:58,$00168#00000094#-059#1680072658210#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-77.70 RSRQ:-8.00 TAC:648 Id:350 EARFCN:1209 PWR:-61.92 PAGING:256 CID:0xB6DBC23 BAND:3 BW:20000?
95,-73,14:51:26,$00169#00000095#-073#1680072686719#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.50 RSRQ:-16.10 TAC:648 Id:350 EARFCN:1209 PWR:-72.62 PAGING:256 CID:0xB6DBC23 BAND:3 BW:20000?
96,-73,14:51:55,$00169#00000096#-073#1680072715237#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.30 RSRQ:-13.20 TAC:608 Id:131 EARFCN:1209 PWR:-70.32 PAGING:256 CID:0xB6B0024 BAND:3 BW:20000?
97,-67,14:52:23,$00170#00000097#-067#1680072743747#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-106.20 RSRQ:-30.40 TAC:608 Id:131 EARFCN:1209 PWR:-68.02 PAGING:256 CID:0xB6B0024 BAND:3 BW:20000?
98,-55,14:52:52,$00167#00000098#-055#1680072772246#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-78.10 RSRQ:-8.80 TAC:608 Id:93 EARFCN:1209 PWR:-61.52 PAGING:256 CID:0xB51CE23 BAND:3 BW:20000?
99,-67,14:53:20,$00036#00000099#-067#1680072800744#?
100,-69,14:53:49,$00169#00000100#-069#1680072829246#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.60 RSRQ:-15.40 TAC:608 Id:473 EARFCN:3716 PWR:-68.42 PAGING:256 CID:0xB4CF625 BAND:8 BW:20000?
101,-55,14:54:17,$00168#00000101#-055#1680072857761#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.60 RSRQ:-8.60 TAC:608 Id:111 EARFCN:3716 PWR:-50.22 PAGING:256 CID:0xB200927 BAND:8 BW:20000?
102,-67,14:54:46,$00036#00000102#-067#1680072886259#?
103,-67,14:55:14,$00169#00000103#-067#1680072914756#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-89.00 RSRQ:-15.80 TAC:608 Id:388 EARFCN:1209 PWR:-65.42 PAGING:256 CID:0xB26C224 BAND:3 BW:20000?
104,-75,14:55:43,$00169#00000104#-075#1680072943253#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.90 RSRQ:-10.10 TAC:608 Id:263 EARFCN:1209 PWR:-76.02 PAGING:256 CID:0xB26C222 BAND:3 BW:20000?
105,-73,14:56:11,$00168#00000105#-073#1680072971777#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.20 RSRQ:-7.10 TAC:608 Id:263 EARFCN:1209 PWR:-71.32 PAGING:256 CID:0xB26C222 BAND:3 BW:20000?
106,-73,14:56:40,$00169#00000106#-073#1680073000287#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-90.00 RSRQ:-11.00 TAC:608 Id:263 EARFCN:1209 PWR:-71.22 PAGING:256 CID:0xB26C222 BAND:3 BW:20000?
107,-73,14:57:08,$00168#00000107#-073#1680073028796#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-87.50 RSRQ:-9.00 TAC:608 Id:263 EARFCN:1209 PWR:-70.72 PAGING:256 CID:0xB26C222 BAND:3 BW:20000?
108,-71,14:57:37,$00168#00000108#-071#1680073057291#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.30 RSRQ:-7.80 TAC:608 Id:263 EARFCN:1209 PWR:-70.72 PAGING:256 CID:0xB26C222 BAND:3 BW:20000?
109,-73,14:58:05,$00036#00000109#-073#1680073085773#?
110,-65,14:58:34,$00168#00000110#-065#1680073114286#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.70 RSRQ:-8.10 TAC:608 Id:212 EARFCN:1209 PWR:-67.82 PAGING:256 CID:0xB26E022 BAND:3 BW:20000?
