2,-91,1728035369789,1728035374735,2024/10/04 17:49:34,4946
3,-93,1728035376090,1728035380975,2024/10/04 17:49:40,4885
5,-93,1728035388683,1728035393616,2024/10/04 17:49:53,4933
6,-91,1728035394982,1728035399855,2024/10/04 17:49:59,4873
8,-95,1728035407575,1728035412495,2024/10/04 17:50:12,4920
9,-93,1728035413880,1728035418735,2024/10/04 17:50:18,4855
10,-93,1728035420166,1728035425055,2024/10/04 17:50:25,4889
12,-93,1728035432750,1728035437623,2024/10/04 17:50:37,4873
